SoundDataNode	Category	Subcategory	V1Scope	V1PrimaryNeeds
trader_jenlikegreeting	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikegreetmorn	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikegreetnightfall	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikehealplayer	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikeidle	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikequestaccepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikequestcomplete	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikequestdeclined	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikequestincomplete	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikequestoffer	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikesaleaccepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_jenlikesaledeclined	NPC & Dialogue	Trader / NPC / Spoken	Primary	18_TraderJen
trader_joel_announce_closed	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_announce_closing	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_announce_open	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_announce_special	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_buy_rare_item	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_favor_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_favor_quest_complete	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_favor_quest_reply	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_firstgreet	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_greetaft	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_greetbloodmoon	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_greeteve	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_greeting	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_greetmorn	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_greetnightfall	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_greetsick	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_helpful_tip	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_idle	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_meet_noah_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_meet_noah_topic	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_meet_the_duke_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_meet_the_duke_topic	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_quest_accepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_quest_complete	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_quest_declined	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_quest_incomplete	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_quest_offer	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_refuse	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_rumor	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_sale_accepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_sale_declined	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_stolen_bark	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_summon_player	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_summon_player_hugh	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_summon_player_jen	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_summon_player_rekt	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_joel_trade	NPC & Dialogue	Trader / NPC / Spoken	Primary	19_TraderJoel
trader_rekt_announce_closed	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_announce_closing	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_announce_open	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_announce_special	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_buy_rare_item	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_favor_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_favor_quest_complete	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_favor_quest_reply	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_firstgreet	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_greetaft	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_greetbloodmoon	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_greeteve	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_greeting	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_greetmorn	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_greetnightfall	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_greetsick	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_helpful_tip	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_idle	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_meet_noah_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_meet_noah_topic	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_meet_the_duke_quest	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_meet_the_duke_topic	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_quest_accepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_quest_complete	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_quest_declined	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_quest_incomplete	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_quest_offer	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_refuse	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_rumor	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_sale_accepted	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_sale_declined	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_stolen_bark	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_summon_player	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_summon_player_bob	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_summon_player_jen	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_summon_player_joel	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_summon_player_rekt	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
trader_rekt_trade	NPC & Dialogue	Trader / NPC / Spoken	Primary	20_TraderRekt
traderdislikegreeting	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderdislikequestaccepted	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderdislikequestcomplete	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderdislikequestdeclined	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderdislikequestoffer	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderdislikesaleaccepted	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderdislikesaledeclined	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderlikegreeting	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderlikequestaccepted	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderlikequestcomplete	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderlikequestdeclined	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderlikequestoffer	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderlikesaleaccepted	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderlikesaledeclined	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderneutralcough	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderneutralgreeting	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderneutralquestaccepted	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderneutralquestcomplete	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderneutralquestdeclined	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderneutralquestoffer	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderneutralsaleaccepted	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
traderneutralsaledeclined	NPC & Dialogue	Trader / NPC / Spoken	OutOfScope	
ui_trader_inv_reset	NPC & Dialogue	Trader / NPC / Spoken	Primary	11_InteractionPrompts
ui_trader_purchase	NPC & Dialogue	Trader / NPC / Spoken	Primary	11_InteractionPrompts
campfire_complete_item	UI & Meta	UI / Quest / Notifications	Primary	7_CraftingCompleteUI
chem_station_complete_item	UI & Meta	UI / Quest / Notifications	Primary	7_CraftingCompleteUI
close_block_menu	UI & Meta	UI / Quest / Notifications	Primary	11_InteractionPrompts
collector_complete_item	UI & Meta	UI / Quest / Notifications	Primary	7_CraftingCompleteUI
craft_complete_item	UI & Meta	UI / Quest / Notifications	Primary	7_CraftingCompleteUI
forge_item_complete	UI & Meta	UI / Quest / Notifications	Primary	7_CraftingCompleteUI
open_block_menu	UI & Meta	UI / Quest / Notifications	Primary	11_InteractionPrompts
quest_failed	UI & Meta	UI / Quest / Notifications	OutOfScope	
quest_master_complete	UI & Meta	UI / Quest / Notifications	OutOfScope	
quest_note_decline	UI & Meta	UI / Quest / Notifications	OutOfScope	
quest_note_offer	UI & Meta	UI / Quest / Notifications	OutOfScope	
quest_objective_complete	UI & Meta	UI / Quest / Notifications	OutOfScope	
quest_restore_power_complete	UI & Meta	UI / Quest / Notifications	OutOfScope	
quest_restore_power_start	UI & Meta	UI / Quest / Notifications	OutOfScope	
quest_started	UI & Meta	UI / Quest / Notifications	OutOfScope	
quest_subtask_complete	UI & Meta	UI / Quest / Notifications	OutOfScope	
questbundle_grab	UI & Meta	UI / Quest / Notifications	Primary	11_InteractionPrompts
questbundle_place	UI & Meta	UI / Quest / Notifications	Primary	11_InteractionPrompts
tooltip_popup	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_challenge_complete	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_challenge_complete_row	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_challenge_objective_complete	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_challenge_redeem	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_challenge_track	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_challenge_unhide_row	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_denied	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_hover	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_loot_fail	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_loot_success	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_mag_read	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_mag_read_set	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_menu_back	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_menu_click	UI & Meta	UI / Quest / Notifications	Primary	11_InteractionPrompts
ui_menu_cycle	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_menu_start	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_quest_invite	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_radius_shrink	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_skill_purchase	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_tab	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_vending_purchase	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_waypoint_add	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_waypoint_delete	UI & Meta	UI / Quest / Notifications	OutOfScope	
ui_weather_alert	UI & Meta	UI / Quest / Notifications	OutOfScope	
bicycle_brake	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
bicycle_coast_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
bicycle_horn	Vehicles	Vehicle / Drone Audio	OutOfScope	
bicycle_pedal	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
bicycle_suspension	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
caralarm1_dying	Vehicles	Vehicle / Drone Audio	OutOfScope	
caralarm1_lp	Vehicles	Vehicle / Drone Audio	OutOfScope	
drone_command	Vehicles	Vehicle / Drone Audio	OutOfScope	
drone_empty	Vehicles	Vehicle / Drone Audio	OutOfScope	
drone_enemy_engauge	Vehicles	Vehicle / Drone Audio	OutOfScope	
drone_fly	Vehicles	Vehicle / Drone Audio	Primary	6_ElectricalAndBlockLoops
drone_greeting	Vehicles	Vehicle / Drone Audio	OutOfScope	
drone_heal	Vehicles	Vehicle / Drone Audio	OutOfScope	
drone_healeffect	Vehicles	Vehicle / Drone Audio	OutOfScope	
drone_idle_hover	Vehicles	Vehicle / Drone Audio	Primary	6_ElectricalAndBlockLoops
drone_other	Vehicles	Vehicle / Drone Audio	OutOfScope	
drone_shutdown	Vehicles	Vehicle / Drone Audio	OutOfScope	
drone_take	Vehicles	Vehicle / Drone Audio	OutOfScope	
drone_takefail	Vehicles	Vehicle / Drone Audio	OutOfScope	
drone_wakeup	Vehicles	Vehicle / Drone Audio	OutOfScope	
engine_fire_large1_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
engine_fire_large2_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
engine_fire_med1_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
engine_fire_med2_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
engine_fire_small1_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
engine_fire_small2_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
engine_grab	Vehicles	Vehicle / Drone Audio	Primary	11_InteractionPrompts
gyrocopter_blades_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
gyrocopter_damage	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
gyrocopter_empty	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
gyrocopter_horn	Vehicles	Vehicle / Drone Audio	OutOfScope	
gyrocopter_idle_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
gyrocopter_med_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
gyrocopter_shutoff	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
gyrocopter_sputter	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
gyrocopter_start	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
minibike_accel_	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
minibike_decel_	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
minibike_empty_	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
minibike_grab	Vehicles	Vehicle / Drone Audio	Primary	11_InteractionPrompts
minibike_horn	Vehicles	Vehicle / Drone Audio	OutOfScope	
minibike_idle_lp_	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
minibike_run_lp_	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
minibike_shutoff_	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
minibike_start_	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
minibike_suspension_	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
motorbike_accel_1	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
motorbike_accel_2	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
motorbike_accel_3	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
motorbike_decel	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
motorbike_empty	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
motorbike_horn	Vehicles	Vehicle / Drone Audio	OutOfScope	
motorbike_idle_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
motorbike_mid_speed_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
motorbike_run_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
motorcycle_grab	Vehicles	Vehicle / Drone Audio	Primary	11_InteractionPrompts
robotic_drone_grab	Vehicles	Vehicle / Drone Audio	Primary	11_InteractionPrompts
service_vehicle	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_accel1	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_accel2	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_accel3	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_decel1	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_decel2	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_empty	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_horn	Vehicles	Vehicle / Drone Audio	OutOfScope	
suv_idle_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_max_speed_lp	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_reverse	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_shutoff	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_startup	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
suv_turbo	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
vehicle_turbo	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
vwheel_bounce	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
vwheel_slide	Vehicles	Vehicle / Drone Audio	Primary	5_VehiclesNoHorn
aloe_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
aloeleaf_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
ammo_pile_lrg_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
ammo_pile_lrg_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
ammo_pile_med_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
ammo_pile_med_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
ammo_pile_sm_close	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
ammo_pile_sm_open	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
ammobox_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
ammocan_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
animalfat_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
anvil_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
apiary_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
appliance_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
arrowheads_iron_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
arrowheads_steel_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
arrows_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
autoturret_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
baconeggs_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
bandage_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
bankbattery_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
bankgenerator_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
banksolar_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
battery_lead_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
beaker_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
bedroll_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
beeswax_place	World Interaction	Containers / Doors / Use Actions	Primary	11_InteractionPrompts
